Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,TotalCorners,TotalYellowCards,TotalGoals,BothTeamsScored,2ndHalfHomeGoals,2ndHalfAwayGoals,2ndHalfTotalGoals,HomeForm,AwayForm,HomeH2HResults,AwayH2HResults,HomeH2HGD,AwayH2HGD
SP1,2024-03-03,Ath Madrid,Betis,2,1,H,2,0,H,17,12,12,6,4,6,9,12,1,2,0,0,10,3,3,1,0,1,1,8,11,0,0,0,0
SP1,2024-03-03,Mallorca,Girona,1,0,H,1,0,H,16,15,2,4,8,5,19,9,5,0,0,0,13,5,1,0,0,0,0,4,7,0,0,0,0
SP1,2024-03-03,Ath Bilbao,Barcelona,0,0,D,0,0,D,8,8,2,2,4,4,14,11,3,3,0,0,8,6,0,0,0,0,0,8,13,0,0,0,0
SP1,2024-03-04,Osasuna,Alaves,1,0,H,0,0,D,15,10,4,4,5,5,15,11,2,1,0,0,10,3,1,0,1,0,1,7,6,0,0,0,0
SP1,2024-03-08,Barcelona,Mallorca,1,0,H,0,0,D,20,9,6,3,4,1,9,14,1,1,0,0,5,2,1,0,1,0,1,11,7,0,0,0,0
SP1,2024-03-09,Valencia,Getafe,1,0,H,1,0,H,10,15,3,5,5,5,10,19,2,3,0,0,10,5,1,0,0,0,0,5,6,0,0,0,0
SP1,2024-03-09,Cadiz,Ath Madrid,2,0,H,1,0,H,7,8,3,4,3,1,20,15,4,5,0,0,4,9,2,0,1,0,1,3,8,0,0,0,0
SP1,2024-03-09,Granada,Sociedad,2,3,A,2,1,H,13,11,6,8,4,6,17,11,1,2,0,0,10,3,5,1,0,2,2,3,4,0,0,0,0
SP1,2024-03-09,Girona,Osasuna,2,0,H,1,0,H,11,7,6,1,5,7,10,16,3,3,0,0,12,6,2,0,1,0,1,4,10,0,0,0,0
SP1,2024-03-10,Alaves,Vallecano,1,0,H,1,0,H,12,9,4,3,7,5,13,10,2,2,0,0,12,4,1,0,0,0,0,3,2,0,0,0,0
SP1,2024-03-10,Las Palmas,Ath Bilbao,0,2,A,0,1,A,14,7,2,2,10,3,8,14,3,3,0,0,13,6,2,0,0,1,1,6,8,0,0,0,0
SP1,2024-03-10,Real Madrid,Celta,4,0,H,1,0,H,24,11,13,1,12,1,8,13,2,3,0,0,13,5,4,0,3,0,3,9,7,0,0,0,0
SP1,2024-03-10,Betis,Villarreal,2,3,A,2,1,H,13,6,4,4,11,4,12,17,3,4,1,1,15,7,5,1,0,2,2,8,9,0,0,0,0
SP1,2024-03-11,Almeria,Sevilla,2,2,D,1,0,H,14,19,4,6,1,8,6,11,2,2,0,0,9,4,4,1,1,2,3,3,10,0,0,0,0
SP1,2024-03-15,Sociedad,Cadiz,2,0,H,1,0,H,14,13,6,2,8,2,15,6,3,1,0,0,10,4,2,0,1,0,1,6,5,0,0,0,0
SP1,2024-03-16,Mallorca,Granada,1,0,H,0,0,D,18,8,8,3,10,2,17,9,2,0,0,0,12,2,1,0,1,0,1,7,3,0,0,0,0
SP1,2024-03-16,Osasuna,Real Madrid,2,4,A,1,2,A,9,17,4,9,5,7,18,9,3,2,0,0,12,5,6,1,1,2,3,10,11,0,0,0,0
SP1,2024-03-16,Getafe,Girona,1,0,H,1,0,H,11,13,3,3,2,5,16,13,4,4,0,0,7,8,1,0,0,0,0,5,6,0,0,0,0
SP1,2024-03-16,Ath Bilbao,Alaves,2,0,H,2,0,H,16,7,4,3,5,4,7,13,1,3,0,0,9,4,2,0,0,0,0,8,6,0,0,0,0
SP1,2024-03-17,Sevilla,Celta,1,2,A,1,0,H,11,18,4,5,3,8,13,6,4,0,0,0,11,4,3,1,0,2,2,8,4,0,0,0,0
SP1,2024-03-17,Las Palmas,Almeria,0,1,A,0,1,A,21,3,6,2,11,3,8,17,2,2,0,0,14,4,1,0,0,0,0,5,4,0,0,0,0
SP1,2024-03-17,Villarreal,Valencia,1,0,H,0,0,D,13,14,7,7,6,2,12,12,5,1,0,0,8,6,1,0,1,0,1,11,8,0,0,0,0
SP1,2024-03-17,Vallecano,Betis,2,0,H,1,0,H,8,11,4,1,4,8,22,16,4,4,0,0,12,8,2,0,1,0,1,2,7,0,0,0,0
SP1,2024-03-17,Ath Madrid,Barcelona,0,3,A,0,1,A,12,9,3,5,7,3,15,9,3,1,1,0,10,4,3,0,0,2,2,7,11,0,0,0,0
SP1,2024-03-29,Cadiz,Granada,1,0,H,0,0,D,13,10,5,2,5,2,17,14,2,4,0,0,7,6,1,0,1,0,1,5,2,0,0,0,0
SP1,2024-03-30,Getafe,Sevilla,0,1,A,0,1,A,18,10,5,3,7,3,11,15,4,5,0,0,10,9,1,0,0,0,0,5,5,0,0,0,0
SP1,2024-03-30,Almeria,Osasuna,0,3,A,0,2,A,12,6,5,4,6,1,12,14,3,2,0,0,7,5,3,0,0,1,1,6,7,0,0,0,0
SP1,2024-03-30,Valencia,Mallorca,0,0,D,0,0,D,14,11,5,3,3,3,8,11,0,2,0,0,6,2,0,0,0,0,0,5,7,0,0,0,0
SP1,2024-03-30,Barcelona,Las Palmas,1,0,H,0,0,D,14,8,2,0,6,1,11,9,5,1,0,1,7,6,1,0,1,0,1,13,2,0,0,0,0
SP1,2024-03-31,Celta,Vallecano,0,0,D,0,0,D,13,8,0,2,3,2,12,16,3,3,0,0,5,6,0,0,0,0,0,7,5,0,0,0,0
SP1,2024-03-31,Girona,Betis,3,2,H,1,1,D,9,7,5,4,5,4,13,14,3,4,0,0,9,7,5,1,2,1,3,6,4,0,0,0,0
SP1,2024-03-31,Alaves,Sociedad,0,1,A,0,0,D,3,12,0,3,3,8,10,15,2,2,0,0,11,4,1,0,0,1,1,5,9,0,0,0,0
SP1,2024-03-31,Real Madrid,Ath Bilbao,2,0,H,1,0,H,9,7,4,3,4,7,9,13,2,1,0,0,11,3,2,0,1,0,1,11,10,0,0,0,0
SP1,2024-04-01,Villarreal,Ath Madrid,1,2,A,0,1,A,11,14,2,8,3,3,14,22,3,3,0,0,6,6,3,1,1,1,2,13,7,0,0,0,0
SP1,2024-04-04,Granada,Valencia,0,1,A,0,0,D,13,6,3,2,5,4,20,15,3,1,0,0,9,4,1,0,0,1,1,1,6,0,0,0,0
SP1,2024-04-12,Betis,Celta,2,1,H,0,0,D,15,12,3,5,6,5,7,10,1,0,0,0,11,1,3,1,2,1,3,3,8,0,0,0,0
SP1,2024-04-13,Ath Madrid,Girona,3,1,H,2,1,H,17,12,4,5,2,0,18,12,3,2,0,0,2,5,4,1,1,0,1,7,9,0,0,0,0
SP1,2024-04-13,Vallecano,Getafe,0,0,D,0,0,D,11,7,2,0,3,0,17,19,4,6,0,0,3,10,0,0,0,0,0,5,4,0,0,0,0
SP1,2024-04-13,Mallorca,Real Madrid,0,1,A,0,0,D,6,16,2,9,4,2,18,7,2,1,0,0,6,3,1,0,0,1,1,8,13,0,0,0,0
SP1,2024-04-13,Cadiz,Barcelona,0,1,A,0,1,A,14,12,3,2,8,4,17,15,3,3,0,0,12,6,1,0,0,0,0,8,13,0,0,0,0
SP1,2024-04-14,Las Palmas,Sevilla,0,2,A,0,1,A,5,10,2,3,6,2,8,13,3,3,1,0,8,6,2,0,0,1,1,2,7,0,0,0,0
SP1,2024-04-14,Granada,Alaves,2,0,H,2,0,H,9,8,3,3,1,5,16,11,3,2,0,0,6,5,2,0,0,0,0,0,4,0,0,0,0
SP1,2024-04-14,Ath Bilbao,Villarreal,1,1,D,0,0,D,13,10,6,2,3,1,13,12,3,3,0,1,4,6,2,1,1,1,2,7,12,0,0,0,0
SP1,2024-04-14,Sociedad,Almeria,2,2,D,1,1,D,17,7,4,3,5,1,16,8,2,2,1,0,6,4,4,1,1,1,2,9,5,0,0,0,0
SP1,2024-04-15,Osasuna,Valencia,0,1,A,0,1,A,13,4,2,3,4,1,10,10,0,2,0,0,5,2,1,0,0,0,0,7,8,0,0,0,0
SP1,2024-04-19,Ath Bilbao,Granada,1,1,D,1,1,D,17,5,6,0,11,4,11,15,4,2,0,0,15,6,2,1,0,0,0,8,3,0,0,0,0
SP1,2024-04-20,Celta,Las Palmas,4,1,H,2,1,H,21,9,13,4,8,4,10,9,1,0,0,0,12,1,5,1,2,0,2,7,1,0,0,0,0
SP1,2024-04-20,Vallecano,Osasuna,2,1,H,0,1,A,17,6,6,2,5,1,9,15,4,1,0,0,6,5,3,1,2,0,2,6,6,0,0,0,0
SP1,2024-04-20,Valencia,Betis,1,2,A,0,1,A,8,12,5,6,7,6,18,10,2,3,0,0,13,5,3,1,1,1,2,10,3,0,0,0,0
SP1,2024-04-20,Girona,Cadiz,4,1,H,2,0,H,10,12,5,5,2,4,11,14,1,2,0,0,6,3,5,1,2,1,3,6,7,0,0,0,0
SP1,2024-04-21,Getafe,Sociedad,1,1,D,1,1,D,6,7,4,3,0,4,12,18,0,2,0,0,4,2,2,1,0,0,0,5,10,0,0,0,0
SP1,2024-04-21,Almeria,Villarreal,1,2,A,1,1,D,24,11,5,3,5,2,10,16,3,4,1,0,7,7,3,1,0,1,1,5,10,0,0,0,0
SP1,2024-04-21,Alaves,Ath Madrid,2,0,H,1,0,H,8,15,3,4,1,11,20,12,5,3,0,0,12,8,2,0,1,0,1,3,9,0,0,0,0
SP1,2024-04-21,Real Madrid,Barcelona,3,2,H,1,1,D,14,14,8,6,2,8,11,12,3,2,0,0,10,5,5,1,2,1,3,13,13,0,0,0,0
SP1,2024-04-22,Sevilla,Mallorca,2,1,H,0,0,D,11,8,4,6,4,4,10,8,0,2,0,0,8,2,3,1,2,1,3,10,7,0,0,0,0
SP1,2024-04-26,Sociedad,Real Madrid,0,1,A,0,1,A,9,5,3,3,11,3,13,11,3,4,0,0,14,7,1,0,0,0,0,11,15,0,0,0,0
SP1,2024-04-27,Las Palmas,Girona,0,2,A,0,1,A,10,6,5,3,4,2,12,10,1,3,0,0,6,4,2,0,0,1,1,0,9,0,0,0,0
SP1,2024-04-27,Almeria,Getafe,1,3,A,1,1,D,21,8,11,5,9,2,15,31,5,4,1,0,11,9,4,1,0,2,2,5,5,0,0,0,0
SP1,2024-04-27,Alaves,Celta,3,0,H,0,0,D,16,4,8,0,8,3,10,9,3,3,0,0,11,6,3,0,3,0,3,6,7,0,0,0,0
SP1,2024-04-27,Ath Madrid,Ath Bilbao,3,1,H,1,1,D,8,7,3,1,3,5,16,15,3,2,0,0,8,5,4,1,2,0,2,6,8,0,0,0,0
SP1,2024-04-28,Cadiz,Mallorca,1,1,D,0,1,A,10,9,2,2,3,1,14,21,3,2,0,0,4,5,2,1,1,0,1,6,4,0,0,0,0
SP1,2024-04-28,Granada,Osasuna,3,0,H,1,0,H,12,11,4,2,0,6,17,5,4,0,0,0,6,4,3,0,2,0,2,4,3,0,0,0,0
SP1,2024-04-28,Villarreal,Vallecano,3,0,H,1,0,H,15,20,7,4,3,6,15,8,2,1,0,0,9,3,3,0,2,0,2,10,8,0,0,0,0
SP1,2024-04-28,Betis,Sevilla,1,1,D,1,0,H,15,10,5,1,4,6,9,20,3,5,0,0,10,8,2,1,0,1,1,6,10,0,0,0,0
SP1,2024-04-29,Barcelona,Valencia,4,2,H,1,2,A,27,5,13,3,15,1,12,5,1,0,0,1,16,1,6,1,3,0,3,12,7,0,0,0,0
SP1,2024-05-03,Getafe,Ath Bilbao,0,2,A,0,1,A,34,7,9,2,10,6,6,9,0,2,0,2,16,2,2,0,0,1,1,8,5,0,0,0,0
SP1,2024-05-04,Sociedad,Las Palmas,2,0,H,2,0,H,9,7,4,1,7,2,12,11,2,1,0,0,9,3,2,0,0,0,0,8,0,0,0,0,0
SP1,2024-05-04,Real Madrid,Cadiz,3,0,H,0,0,D,19,7,9,2,7,4,6,12,0,1,0,0,11,1,3,0,3,0,3,15,4,0,0,0,0
SP1,2024-05-04,Girona,Barcelona,4,2,H,1,2,A,9,16,7,7,5,4,11,8,0,3,0,0,9,3,6,1,3,0,3,9,12,0,0,0,0
SP1,2024-05-04,Mallorca,Ath Madrid,0,1,A,0,1,A,7,9,4,4,6,2,12,7,2,0,0,0,8,2,1,0,0,0,0,5,9,0,0,0,0
SP1,2024-05-05,Osasuna,Betis,0,2,A,0,2,A,12,10,2,4,8,5,13,13,2,2,1,0,13,4,2,0,0,0,0,3,7,0,0,0,0
SP1,2024-05-05,Celta,Villarreal,3,2,H,2,1,H,23,11,7,3,2,1,11,5,4,0,0,1,3,4,5,1,1,1,2,7,10,0,0,0,0
SP1,2024-05-05,Valencia,Alaves,0,1,A,0,0,D,13,14,1,4,5,7,9,17,1,3,0,0,12,4,1,0,0,1,1,7,6,0,0,0,0
SP1,2024-05-05,Sevilla,Granada,3,0,H,1,0,H,11,8,5,3,5,4,15,13,2,2,0,0,9,4,3,0,2,0,2,10,7,0,0,0,0
SP1,2024-05-05,Vallecano,Almeria,0,1,A,0,1,A,27,7,10,2,9,2,17,15,3,2,0,0,11,5,1,0,0,0,0,8,4,0,0,0,0
SP1,2024-05-10,Alaves,Girona,2,2,D,1,2,A,14,15,8,5,5,3,13,6,3,2,0,0,8,5,4,1,1,0,1,9,12,0,0,0,0
SP1,2024-05-11,Mallorca,Las Palmas,1,0,H,1,0,H,7,7,2,1,2,2,18,10,6,2,0,0,4,8,1,0,0,0,0,2,0,0,0,0,0
SP1,2024-05-11,Villarreal,Sevilla,3,2,H,1,2,A,25,8,7,4,10,1,12,14,3,5,0,0,11,8,5,1,2,0,2,7,13,0,0,0,0
SP1,2024-05-11,Granada,Real Madrid,0,4,A,0,2,A,12,13,1,7,8,5,11,10,2,0,0,0,13,2,4,0,0,2,2,7,15,0,0,0,0
SP1,2024-05-11,Ath Bilbao,Osasuna,2,2,D,0,1,A,15,13,6,3,8,6,9,14,2,4,0,0,14,6,4,1,2,1,3,5,3,0,0,0,0
SP1,2024-05-12,Cadiz,Getafe,1,0,H,1,0,H,13,10,6,4,6,2,23,16,5,2,0,0,8,7,1,0,0,0,0,4,5,0,0,0,0
SP1,2024-05-12,Ath Madrid,Celta,1,0,H,0,0,D,21,6,8,2,4,7,7,9,1,1,0,0,11,2,1,0,1,0,1,12,7,0,0,0,0
SP1,2024-05-12,Valencia,Vallecano,0,0,D,0,0,D,13,12,5,1,6,3,14,21,1,2,0,0,9,3,0,0,0,0,0,6,5,0,0,0,0
SP1,2024-05-12,Betis,Almeria,3,2,H,2,1,H,14,14,7,7,3,5,9,10,0,2,0,0,8,2,5,1,1,1,2,10,4,0,0,0,0
SP1,2024-05-13,Barcelona,Sociedad,2,0,H,1,0,H,14,10,5,3,6,2,12,14,2,3,0,0,8,5,2,0,1,0,1,9,8,0,0,0,0
SP1,2024-05-14,Osasuna,Mallorca,1,1,D,1,0,H,10,10,4,4,2,4,12,11,0,1,0,0,6,1,2,1,0,1,1,1,4,0,0,0,0
SP1,2024-05-14,Real Madrid,Alaves,5,0,H,3,0,H,22,18,11,10,4,1,6,12,1,1,0,0,5,2,5,0,2,0,2,15,10,0,0,0,0
SP1,2024-05-14,Girona,Villarreal,0,1,A,0,0,D,22,11,5,3,5,1,3,14,1,5,0,1,6,6,1,0,0,1,1,10,10,0,0,0,0
SP1,2024-05-15,Sevilla,Cadiz,0,1,A,0,0,D,14,19,3,7,1,9,13,11,6,2,0,0,10,8,1,0,0,1,1,10,4,0,0,0,0
SP1,2024-05-15,Vallecano,Granada,2,1,H,1,0,H,18,10,9,1,6,6,12,17,4,3,1,0,12,7,3,1,1,1,2,5,7,0,0,0,0
SP1,2024-05-15,Celta,Ath Bilbao,2,1,H,0,1,A,10,7,4,2,2,3,15,14,2,0,0,0,5,2,3,1,2,0,2,6,6,0,0,0,0
SP1,2024-05-15,Getafe,Ath Madrid,0,3,A,0,2,A,8,7,3,3,6,3,17,7,4,3,0,0,9,7,3,0,0,1,1,5,12,0,0,0,0
SP1,2024-05-16,Las Palmas,Betis,2,2,D,1,1,D,16,6,9,4,4,8,9,12,2,1,0,0,12,3,4,1,1,1,2,0,13,0,0,0,0
SP1,2024-05-16,Almeria,Barcelona,0,2,A,0,1,A,12,16,3,7,4,7,9,11,0,1,0,0,11,1,2,0,0,1,1,4,9,0,0,0,0
SP1,2024-05-16,Sociedad,Valencia,1,0,H,1,0,H,10,7,5,3,3,3,11,13,0,2,0,0,6,2,1,0,0,0,0,5,4,0,0,0,0
SP1,2024-05-18,Alaves,Getafe,1,0,H,1,0,H,9,10,2,4,2,1,13,27,5,7,0,1,3,12,1,0,0,0,0,10,4,0,0,0,0
SP1,2024-05-19,Ath Bilbao,Sevilla,2,0,H,2,0,H,15,9,6,4,8,3,12,5,1,1,0,0,11,2,2,0,0,0,0,5,7,0,0,0,0
SP1,2024-05-19,Ath Madrid,Osasuna,1,4,A,0,1,A,15,15,2,6,7,5,12,9,2,2,0,0,12,4,5,1,1,3,4,12,2,0,0,0,0
SP1,2024-05-19,Barcelona,Vallecano,3,0,H,1,0,H,14,15,6,4,7,5,10,7,4,2,0,0,12,6,3,0,2,0,2,9,7,0,0,0,0
SP1,2024-05-19,Betis,Sociedad,0,2,A,0,2,A,18,5,9,2,6,2,12,18,3,4,0,0,8,7,2,0,0,0,0,11,7,0,0,0,0
SP1,2024-05-19,Cadiz,Las Palmas,0,0,D,0,0,D,10,9,3,1,5,3,13,12,3,1,1,0,8,4,0,0,0,0,0,7,1,0,0,0,0
SP1,2024-05-19,Granada,Celta,1,2,A,0,0,D,11,8,3,5,10,2,15,12,2,1,0,0,12,3,3,1,1,2,3,4,9,0,0,0,0
SP1,2024-05-19,Mallorca,Almeria,2,2,D,1,1,D,29,7,8,3,12,2,9,9,2,3,0,0,14,5,4,1,1,1,2,5,3,0,0,0,0
SP1,2024-05-19,Valencia,Girona,1,3,A,0,1,A,20,18,6,5,5,4,10,8,2,0,0,0,9,2,4,1,1,2,3,1,10,0,0,0,0
SP1,2024-05-19,Villarreal,Real Madrid,4,4,D,1,4,A,21,12,7,6,3,3,15,12,3,2,0,0,6,5,8,1,3,0,3,12,15,0,0,0,0
SP1,2024-05-24,Girona,Granada,7,0,H,3,0,H,16,10,9,2,4,2,6,13,3,5,0,1,6,8,7,0,4,0,4,10,3,0,0,0,0
SP1,2024-05-25,Osasuna,Villarreal,1,1,D,1,0,H,12,11,6,3,6,4,13,6,4,3,0,0,10,7,2,1,0,1,1,5,10,0,0,0,0
SP1,2024-05-25,Sociedad,Ath Madrid,0,2,A,0,1,A,14,10,4,4,8,4,19,15,3,5,0,1,12,8,2,0,0,1,1,9,12,0,0,0,0
SP1,2024-05-25,Almeria,Cadiz,6,1,H,0,1,A,27,12,12,4,1,4,4,9,2,2,0,0,5,4,7,1,6,0,6,4,8,0,0,0,0
SP1,2024-05-25,Vallecano,Ath Bilbao,0,1,A,0,0,D,17,7,4,1,8,2,6,13,1,1,0,0,10,2,1,0,0,1,1,4,7,0,0,0,0
SP1,2024-05-25,Real Madrid,Betis,0,0,D,0,0,D,13,11,5,3,4,5,8,11,2,1,0,0,9,3,0,0,0,0,0,13,8,0,0,0,0
SP1,2024-05-26,Getafe,Mallorca,1,2,A,0,0,D,16,9,6,4,3,4,12,10,0,2,0,0,7,2,3,1,1,2,3,3,6,0,0,0,0
SP1,2024-05-26,Celta,Valencia,2,2,D,0,1,A,9,12,4,1,2,2,17,18,0,0,0,0,4,0,4,1,2,1,3,9,1,0,0,0,0
SP1,2024-05-26,Las Palmas,Alaves,1,1,D,0,0,D,10,14,4,4,2,6,16,10,2,1,0,0,8,3,2,1,1,1,2,2,10,0,0,0,0
SP1,2024-05-26,Sevilla,Barcelona,1,2,A,1,1,D,15,11,6,6,6,5,11,9,2,1,0,0,11,3,3,1,0,1,1,4,12,0,0,0,0
SP1,2024-08-15,Ath Bilbao,Getafe,1,1,D,1,0,H,7,9,4,2,5,6,15,12,4,1,0,0,11,5,2,1,0,1,1,0,0,0,0,0,0
SP1,2024-08-15,Betis,Girona,1,1,D,1,0,H,19,13,4,2,4,4,11,7,2,0,0,0,8,2,2,1,0,1,1,0,0,0,0,0,0
SP1,2024-08-16,Celta,Alaves,2,1,H,0,1,A,6,10,4,2,3,3,8,23,3,2,0,0,6,5,3,1,2,0,2,0,0,0,0,0,0
SP1,2024-08-16,Las Palmas,Sevilla,2,2,D,1,1,D,13,16,5,5,6,3,12,13,0,0,0,0,9,0,4,1,1,1,2,0,0,0,0,0,0
SP1,2024-08-17,Osasuna,Leganes,1,1,D,0,1,A,16,10,5,4,6,4,14,12,3,2,0,0,10,5,2,1,1,0,1,0,0,0,0,0,0
SP1,2024-08-17,Valencia,Barcelona,1,2,A,1,1,D,6,18,1,8,3,8,11,13,2,3,0,0,11,5,3,1,0,1,1,0,0,0,0,0,0
SP1,2024-08-18,Sociedad,Vallecano,1,2,A,0,0,D,11,12,5,5,10,5,14,21,2,4,0,0,15,6,3,1,1,2,3,0,0,0,0,0,0
SP1,2024-08-18,Mallorca,Real Madrid,1,1,D,0,1,A,12,13,5,4,8,7,11,6,1,0,0,1,15,1,2,1,1,0,1,0,0,0,0,0,0
SP1,2024-08-19,Valladolid,Espanol,1,0,H,1,0,H,12,10,3,2,3,2,15,8,2,2,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0
SP1,2024-08-19,Villarreal,Ath Madrid,2,2,D,2,2,D,8,10,3,5,2,3,6,10,1,3,0,0,5,4,4,1,0,0,0,0,0,0,0,0,0
SP1,2024-08-23,Celta,Valencia,3,1,H,2,1,H,7,13,5,5,4,7,9,11,3,0,0,0,11,3,4,1,1,0,1,3,0,0,0,0,0
SP1,2024-08-23,Sevilla,Villarreal,1,2,A,1,1,D,15,6,9,5,7,2,15,7,3,5,0,0,9,8,3,1,0,1,1,1,1,0,0,0,0
SP1,2024-08-24,Osasuna,Mallorca,1,0,H,0,0,D,15,11,5,2,5,4,10,8,2,1,0,0,9,3,1,0,1,0,1,1,1,0,0,0,0
SP1,2024-08-24,Barcelona,Ath Bilbao,2,1,H,1,1,D,13,9,5,2,5,6,11,16,4,5,0,0,11,9,3,1,1,0,1,3,1,0,0,0,0
SP1,2024-08-24,Espanol,Sociedad,0,1,A,0,0,D,13,8,3,4,7,4,14,18,2,2,0,0,11,4,1,0,0,1,1,0,0,0,0,0,0
SP1,2024-08-24,Getafe,Vallecano,0,0,D,0,0,D,12,3,0,1,3,2,16,18,1,2,0,0,5,3,0,0,0,0,0,1,3,0,0,0,0
SP1,2024-08-25,Real Madrid,Valladolid,3,0,H,0,0,D,17,8,9,2,5,5,10,15,1,1,0,0,10,2,3,0,3,0,3,1,3,0,0,0,0
SP1,2024-08-25,Leganes,Las Palmas,2,1,H,0,0,D,10,10,5,5,3,7,11,10,1,1,0,0,10,2,3,1,2,1,3,1,1,0,0,0,0
SP1,2024-08-25,Alaves,Betis,0,0,D,0,0,D,3,13,1,3,3,8,16,13,1,4,1,0,11,5,0,0,0,0,0,0,1,0,0,0,0
SP1,2024-08-25,Ath Madrid,Girona,3,0,H,1,0,H,11,13,6,5,1,9,11,10,1,3,0,0,10,4,3,0,2,0,2,1,1,0,0,0,0
SP1,2024-08-26,Villarreal,Celta,4,3,H,1,2,A,22,18,9,8,7,4,8,6,4,3,0,0,11,7,7,1,3,1,4,4,6,0,0,0,0
SP1,2024-08-27,Mallorca,Sevilla,0,0,D,0,0,D,12,16,4,7,5,9,15,10,0,1,0,1,14,1,0,0,0,0,0,1,1,0,0,0,0
SP1,2024-08-27,Vallecano,Barcelona,1,2,A,1,0,H,8,22,4,5,6,6,17,11,3,1,0,0,12,4,3,1,0,2,2,4,6,0,0,0,0
SP1,2024-08-28,Ath Bilbao,Valencia,1,0,H,1,0,H,13,2,4,0,5,3,14,9,1,3,0,0,8,4,1,0,0,0,0,1,0,0,0,0,0
SP1,2024-08-28,Valladolid,Leganes,0,0,D,0,0,D,12,8,2,1,4,4,13,19,1,5,0,0,8,6,0,0,0,0,0,3,4,0,0,0,0
SP1,2024-08-28,Ath Madrid,Espanol,0,0,D,0,0,D,24,8,7,1,9,3,6,9,0,2,0,0,12,2,0,0,0,0,0,4,0,0,0,0,0
SP1,2024-08-28,Sociedad,Alaves,1,2,A,1,1,D,8,12,1,5,8,6,16,12,4,4,1,0,14,8,3,1,0,1,1,3,1,0,0,0,0
SP1,2024-08-29,Girona,Osasuna,4,0,H,1,0,H,10,1,5,0,5,0,10,9,0,0,0,0,5,0,4,0,3,0,3,1,4,0,0,0,0
SP1,2024-08-29,Las Palmas,Real Madrid,1,1,D,1,0,H,7,25,3,8,2,6,16,13,0,2,0,0,8,2,2,1,0,1,1,1,4,0,0,0,0
SP1,2024-08-31,Barcelona,Valladolid,7,0,H,3,0,H,23,5,10,2,10,1,6,12,0,3,0,0,11,3,7,0,4,0,4,9,4,0,0,0,0
SP1,2024-08-31,Ath Bilbao,Ath Madrid,0,1,A,0,0,D,8,9,1,2,2,2,13,9,3,1,0,0,4,4,1,0,0,1,1,4,5,0,0,0,0
SP1,2024-08-31,Espanol,Vallecano,2,1,H,1,1,D,10,17,5,5,3,7,14,16,3,2,0,0,10,5,3,1,1,0,1,1,4,0,0,0,0
SP1,2024-08-31,Leganes,Mallorca,0,1,A,0,1,A,4,12,2,3,1,3,11,17,1,3,0,0,4,4,1,0,0,0,0,5,2,0,0,0,0
SP1,2024-08-31,Valencia,Villarreal,1,1,D,1,1,D,22,9,6,3,14,3,15,11,3,5,0,1,17,8,2,1,0,0,0,0,7,0,0,0,0
SP1,2024-09-01,Alaves,Las Palmas,2,0,H,1,0,H,15,12,5,7,6,5,13,9,3,0,0,0,11,3,2,0,1,0,1,4,2,0,0,0,0
SP1,2024-09-01,Osasuna,Celta,3,2,H,2,1,H,10,12,4,3,6,3,19,10,2,0,0,1,9,2,5,1,1,1,2,4,6,0,0,0,0
SP1,2024-09-01,Sevilla,Girona,0,2,A,0,1,A,16,11,5,4,7,5,6,14,3,2,0,0,12,5,2,0,0,1,1,2,4,0,0,0,0
SP1,2024-09-01,Getafe,Sociedad,0,0,D,0,0,D,16,1,1,0,4,1,14,16,1,1,0,0,5,2,0,0,0,0,0,2,3,0,0,0,0
SP1,2024-09-01,Real Madrid,Betis,2,0,H,0,0,D,20,12,8,2,7,3,8,16,2,0,0,0,10,2,2,0,2,0,2,5,2,0,0,0,0
SP1,2024-09-13,Betis,Leganes,2,0,H,0,0,D,14,3,5,0,11,1,11,18,1,2,0,0,12,3,2,0,2,0,2,2,5,0,0,0,0
SP1,2024-09-14,Mallorca,Villarreal,1,2,A,0,1,A,10,21,5,4,7,6,11,10,3,3,1,0,13,6,3,1,1,1,2,5,8,0,0,0,0
SP1,2024-09-14,Espanol,Alaves,3,2,H,1,1,D,9,19,4,6,0,5,17,14,2,3,0,0,5,5,5,1,2,1,3,4,7,0,0,0,0
SP1,2024-09-14,Sevilla,Getafe,1,0,H,1,0,H,10,15,4,4,3,4,19,15,3,4,1,0,7,7,1,0,0,0,0,2,3,0,0,0,0
SP1,2024-09-14,Sociedad,Real Madrid,0,2,A,0,0,D,11,16,2,7,6,6,12,9,4,1,0,0,12,5,2,0,0,2,2,4,8,0,0,0,0
SP1,2024-09-15,Celta,Valladolid,3,1,H,2,0,H,14,6,7,1,5,3,14,15,3,5,0,1,8,8,4,1,1,1,2,6,4,0,0,0,0
SP1,2024-09-15,Girona,Barcelona,1,4,A,0,2,A,9,20,4,9,1,6,13,4,3,2,0,1,7,5,5,1,1,2,3,7,12,0,0,0,0
SP1,2024-09-15,Las Palmas,Ath Bilbao,2,3,A,0,2,A,15,9,6,4,9,3,8,12,1,2,0,1,12,3,5,1,2,1,3,2,4,0,0,0,0
SP1,2024-09-15,Ath Madrid,Valencia,3,0,H,1,0,H,14,5,5,1,7,3,10,8,1,2,0,0,10,3,3,0,2,0,2,8,1,0,0,0,0
